tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S002	8.641514738457257	10369.978772519826	0.17949484697110152	0.9047619047619048	0.7916666666666666	0.8444444444444444	19.0	5.0	2.0	24.0	0.7307692307692307	2.1136664816851116	0.665082026459476	0.08974742348555079
metalign_precise	CAMI_HIGH_S002	8.78508233249871	9788.387720564426	0.1794382473357252	0.7142857142857143	0.8333333333333334	0.7692307692307692	15.0	3.0	6.0	18.0	0.625	2.1030720198760213	0.7276129840843724	0.08971912366786261
metalign_sensitve	CAMI_HIGH_S002	8.78478708197274	54961.96643875519	0.2927312127569963	0.9523809523809523	0.43478260869565216	0.5970149253731344	20.0	26.0	1.0	46.0	0.425531914893617	2.0444306521582574	0.5339833221343273	0.1463656063784982
CLARK	CAMI_HIGH_S002	7.508542731675692	12161.000744246614	0.4049811030033494	1.0	0.3559322033898305	0.525	21.0	38.0	0.0	59.0	0.3559322033898305	1.9799502150078707	0.4855749928102073	0.20249055150167472
CommonKmers	CAMI_HIGH_S002	9.978667581119495	10300.389563044237	0.3723781538764333	0.5238095238095238	1.0	0.6875000000000001	11.0	0.0	10.0	11.0	0.5238095238095238	1.8570422519616296	0.7744467713114261	0.18618907693821665
FOCUS	CAMI_HIGH_S002	9.658167691457189	10023.859144534998	0.20015896476075615	0.9047619047619048	0.6129032258064516	0.7307692307692307	19.0	12.0	2.0	31.0	0.5757575757575758	2.2356979968196034	0.6510501826854649	0.10007948238037807
Metaphlan2	CAMI_HIGH_S002	10.490102764019092	11044.8090035269	0.8921613933382809	0.7142857142857143	0.8823529411764706	0.7894736842105262	15.0	2.0	6.0	17.0	0.6521739130434783	1.9002556001699833	0.6707068509883026	0.44608069666914046
Metaphyler	CAMI_HIGH_S002	9.220528347728164	15393.018133863296	0.19327186796997214	0.9523809523809523	0.4444444444444444	0.6060606060606061	20.0	25.0	1.0	45.0	0.43478260869565216	2.0436910863126196	0.5368721529173259	0.09663593398498606
mOTU	CAMI_HIGH_S002	10.188374339275654	10712.995697781478	0.5479783113084635	0.7142857142857143	0.9375	0.8108108108108109	15.0	1.0	6.0	16.0	0.6818181818181818	1.96926077132545	0.7102606872521005	0.2739891556542317
Quickr	CAMI_HIGH_S002	9.06845880951142	13270.786269471833	0.4215431527389723	1.0	0.3620689655172414	0.5316455696202532	21.0	37.0	0.0	58.0	0.3620689655172414	2.76924925533099	0.6820066796007879	0.2107715763694862
Taxy-Pro1	CAMI_HIGH_S002	9.724237860253284	14784.382011122116	0.2012833100853811	1.0	0.4666666666666667	0.6363636363636364	21.0	24.0	0.0	45.0	0.4666666666666667	2.2125291112436054	0.5812254480635874	0.10064165504269063
Taxy-Pro2	CAMI_HIGH_S002	7.5373857291801905	10163.03629134687	0.20281688363844527	1.0	0.42857142857142855	0.6	21.0	28.0	0.0	49.0	0.42857142857142855	2.216890934621731	0.5696282882583175	0.10140844181922266
TIPP	CAMI_HIGH_S002	9.41164782312531	10907.82087507199	0.34107118105133777	1.0	0.525	0.6885245901639345	21.0	19.0	0.0	40.0	0.525	1.9055631836035036	0.49224082609872083	0.17053559052566886
