tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S002	8.641514738457257	10369.978772519826	0.08368939480774282	0.8333333333333334	0.9090909090909091	0.8695652173913043	10.0	1.0	2.0	11.0	0.7692307692307693	1.187887137339115	0.4953874136266333	0.041844697403871395
metalign_precise	CAMI_HIGH_S002	8.78508233249871	9788.387720564426	0.08349418979439871	0.5833333333333334	1.0	0.7368421052631579	7.0	0.0	5.0	7.0	0.5833333333333334	1.177853351122999	0.6052968846967651	0.041747094897199355
metalign_sensitve	CAMI_HIGH_S002	8.78478708197274	54961.96643875519	0.17570451484063007	0.9166666666666666	0.4782608695652174	0.6285714285714286	11.0	12.0	1.0	23.0	0.4583333333333333	1.1514274479043731	0.3672235917562257	0.08785225742031504
CLARK	CAMI_HIGH_S002	7.508542731675692	12161.000744246614	0.22163808063127002	1.0	0.27906976744186046	0.43636363636363634	12.0	31.0	0.0	43.0	0.27906976744186046	1.219618872344679	0.3242632231281271	0.11081904031563497
CommonKmers	CAMI_HIGH_S002	9.978667581119495	10300.389563044237	0.24538320047776793	0.4166666666666667	1.0	0.5882352941176471	5.0	0.0	7.0	5.0	0.4166666666666667	1.023034961176248	0.635647360654639	0.12269160023888397
FOCUS	CAMI_HIGH_S002	9.658167691457189	10023.859144534998	0.14329375339645703	0.8333333333333334	0.47619047619047616	0.6060606060606061	10.0	11.0	2.0	21.0	0.43478260869565216	1.507238722940668	0.4950657299368512	0.07164687669822851
Metaphlan2	CAMI_HIGH_S002	10.490102764019092	11044.8090035269	0.491748593003078	0.5	1.0	0.6666666666666666	6.0	0.0	6.0	6.0	0.5	0.9280355038262385	0.5179464765022643	0.245874296501539
Metaphyler	CAMI_HIGH_S002	9.220528347728164	15393.018133863296	0.08042507713096268	0.9166666666666666	0.4583333333333333	0.611111111111111	11.0	13.0	1.0	24.0	0.44	1.2579543904761947	0.3958253879980595	0.04021253856548134
mOTU	CAMI_HIGH_S002	10.188374339275654	10712.995697781478	0.33159431770910186	0.5	0.8571428571428571	0.631578947368421	6.0	1.0	6.0	7.0	0.46153846153846156	1.190474569842163	0.6117829080752296	0.16579715885455093
Quickr	CAMI_HIGH_S002	9.06845880951142	13270.786269471833	0.4285146391151187	1.0	0.3157894736842105	0.4799999999999999	12.0	26.0	0.0	38.0	0.3157894736842105	2.0695325301646244	0.5689301749268509	0.21425731955755933
Taxy-Pro1	CAMI_HIGH_S002	9.724237860253284	14784.382011122116	0.11575428327728852	1.0	0.42857142857142855	0.6	12.0	16.0	0.0	28.0	0.42857142857142855	1.3796987724834409	0.41404984846230153	0.05787714163864429
Taxy-Pro2	CAMI_HIGH_S002	7.5373857291801905	10163.03629134687	0.11901569165730123	1.0	0.375	0.5454545454545454	12.0	20.0	0.0	32.0	0.375	1.3842779020504625	0.3994181729000761	0.059507845828650645
TIPP	CAMI_HIGH_S002	9.41164782312531	10907.82087507199	0.2057995916243315	1.0	0.5217391304347826	0.6857142857142856	12.0	11.0	0.0	23.0	0.5217391304347826	1.1759336254799635	0.3567936379404583	0.10289979581216577
