tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S002	8.956607471113193	2538.242584727461	1.9003192025536209	0.0603448275862069	0.054901960784313725	0.05749486652977412	14.0	241.0	218.0	255.0	0.02959830866807611	3.545386380538861	0.6398155134917874	0.9501596012768103
metalign_precise	CAMI_MED_S002	8.971566601860438	2355.741975935433	1.9015252122016981	0.04741379310344827	0.15714285714285714	0.0728476821192053	11.0	59.0	221.0	70.0	0.037800687285223365	3.4491749111371384	0.8118580143385896	0.9507626061008487
metalign_sensitve	CAMI_MED_S002	8.986394008516363	25813.278385836584	1.90026920215361	0.06465517241379311	0.005252100840336135	0.009715025906735753	15.0	2841.0	217.0	2856.0	0.0048812235600390495	4.580459785932489	0.5756387723606845	0.9501346010768085
CLARK	CAMI_MED_S002	8.737863778860268	9792.210378150316	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
CommonKmers	CAMI_MED_S002	10.514437565425835	2421.697013075088	2.0000000000000018	0.0	0.0	na	0.0	52.0	232.0	52.0	0.0	2.234266901248438	0.5654591466330968	1.0
FOCUS	CAMI_MED_S002	10.30836094004629	3760.793403139499	2.000000000000001	0.0	0.0	na	0.0	196.0	232.0	196.0	0.0	4.560171837224588	0.8639774108070255	1.0
Metaphlan2	CAMI_MED_S002	11.366007941073027	2347.86860351212	2.0000000000000013	0.0	0.0	na	0.0	26.0	232.0	26.0	0.0	1.4181030506279628	0.4352550742677265	1.0
Metaphyler	CAMI_MED_S002	9.589923119623982	11698.561285670403	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
mOTU	CAMI_MED_S002	11.633738386490938	5328.2509536638	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
Quickr	CAMI_MED_S002	9.54246645181975	10364.148115546643	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
Taxy-Pro1	CAMI_MED_S002	10.09630159532254	11646.474425647542	2.0000000000000004	0.0	0.0	na	0.0	819.0	232.0	819.0	0.0	4.742589265903256	0.7069960970404459	1.0
Taxy-Pro2	CAMI_MED_S002	8.06271226888992	4503.1565620108495	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
TIPP	CAMI_MED_S002	10.03156040993196	8054.6746969801425	na	0.0	0.0	na	0.0	0.0	232.0	0.0	0.0	na	na	na
