tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S002	8.956607471113193	2538.242584727461	0.4238974645972607	0.8028169014084507	0.8028169014084507	0.8028169014084506	57.0	14.0	14.0	71.0	0.6705882352941176	3.319752959757824	0.7787948087863525	0.21194873229863032
metalign_precise	CAMI_MED_S002	8.971566601860438	2355.741975935433	0.43067050689637876	0.6619718309859155	0.8392857142857143	0.7401574803149606	47.0	9.0	24.0	56.0	0.5875	3.2838728156600308	0.8157977409075273	0.21533525344818938
metalign_sensitve	CAMI_MED_S002	8.986394008516363	25813.278385836584	0.5388627839130176	0.9577464788732394	0.12408759124087591	0.2197092084006462	68.0	480.0	3.0	548.0	0.12341197822141561	3.6704374114325806	0.5820293666895923	0.269431391956509
CLARK	CAMI_MED_S002	8.737863778860268	9792.210378150316	1.2075568802445789	0.7323943661971831	0.03611111111111111	0.06882859033752481	52.0	1388.0	19.0	1440.0	0.03564084989718986	3.0629673654521694	0.4211770588065548	0.6037784401222893
CommonKmers	CAMI_MED_S002	10.514437565425835	2421.697013075088	1.0782099709022475	0.4507042253521127	0.6530612244897959	0.5333333333333333	32.0	17.0	39.0	49.0	0.36363636363636365	2.553315944048043	0.6560724155962722	0.5391049854511238
FOCUS	CAMI_MED_S002	10.30836094004629	3760.793403139499	1.2459959916227819	0.39436619718309857	0.16568047337278108	0.23333333333333334	28.0	141.0	43.0	169.0	0.1320754716981132	4.324936443696127	0.8430841784682259	0.6229979958113911
Metaphlan2	CAMI_MED_S002	11.366007941073027	2347.86860351212	1.1844513267929624	0.43661971830985913	0.7560975609756098	0.5535714285714285	31.0	10.0	40.0	41.0	0.38271604938271603	2.109786116903058	0.568128497039088	0.592225663396481
Metaphyler	CAMI_MED_S002	9.589923119623982	11698.561285670403	0.941795172606803	0.5070422535211268	0.0703125	0.1234991423670669	36.0	476.0	35.0	512.0	0.06581352833638025	4.29321358716846	0.6881997724094505	0.47089758630340267
mOTU	CAMI_MED_S002	11.633738386490938	5328.2509536638	1.2751309842166407	0.4788732394366197	0.2073170731707317	0.28936170212765955	34.0	130.0	37.0	164.0	0.1691542288557214	2.101495934515061	0.41206881871446205	0.6375654921083201
Quickr	CAMI_MED_S002	9.54246645181975	10364.148115546643	1.4334047669181118	0.6197183098591549	0.08661417322834646	0.15198618307426598	44.0	464.0	27.0	508.0	0.08224299065420561	5.221668182796248	0.8380842197717616	0.7167023834590558
Taxy-Pro1	CAMI_MED_S002	10.09630159532254	11646.474425647542	1.202958369063804	0.4225352112676056	0.07177033492822966	0.1226993865030675	30.0	388.0	41.0	418.0	0.06535947712418301	4.353392802791328	0.7213000075406116	0.6014791845319016
Taxy-Pro2	CAMI_MED_S002	8.06271226888992	4503.1565620108495	1.2422043160476837	0.43661971830985913	0.058161350844277676	0.10264900662251657	31.0	502.0	40.0	533.0	0.05410122164048865	4.601096530126115	0.7328312223984185	0.6211021580238413
TIPP	CAMI_MED_S002	10.03156040993196	8054.6746969801425	0.9817846641936667	0.5070422535211268	0.0851063829787234	0.145748987854251	36.0	387.0	35.0	423.0	0.07860262008733625	3.97020381617389	0.6231082356183927	0.49089233209683497
