Taxy-Pro2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Taxy-Pro1	0.00665188470067	0.00671140939597	0.0338461538462	0.00678733031674	0.00696055684455	0.0196850393701	0.0284552845528	0.00675675675676
Quickr	0.0610119047619	0.054586808188	0.0329218106996	0.0519287833828	0.0547302580141	0.0203045685279	0.0337909186906	0.0535168195719
CLARK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
metalign_default	0.265746333046	0.269331016507	0.269113149847	0.243744955609	0.234797297297	0.274809160305	0.220238095238	0.235476374903
metalign_sensitve	0.0469429150971	0.0462923274754	0.0348360655738	0.0457906712173	0.0510960416338	0.0684410646388	0.0459363957597	0.0495261387955
FOCUS	0.0	0.0	0.0378548895899	0.0	0.0	0.0223463687151	0.0449438202247	0.0
CommonKmers	0.0811965811966	0.0739130434783	0.251497005988	0.079295154185	0.070796460177	0.10989010989	0.246153846154	0.079295154185
mOTU	0.00882352941176	0.00606060606061	0.0839895013123	0.00592592592593	0.00914634146341	0.0437158469945	0.103703703704	0.00877192982456
Metaphlan2	0.0335570469799	0.0334448160535	0.432432432432	0.0341296928328	0.027027027027	0.357142857143	0.388888888889	0.03367003367
TIPP	0.00790513833992	0.00788954635108	0.0263157894737	0.00787401574803	0.00803212851406	0.0159680638723	0.0349206349206	0.00783545543585
Metaphyler	0.00509229789943	0.00508905852417	0.0182724252492	0.00506329113924	0.00512491992313	0.00673400673401	0.0174050632911	0.00504413619168
metalign_precise	0.308510638298	0.305206463196	0.478873239437	0.280639431616	0.261538461538	0.681818181818	0.41726618705	0.277879341865
