# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s prokaryotes_PRJEB1787/ERR598951_interleaved.fastq -o prokaryotes_PRJEB1787/results/2motus2_default_ERR598951_interleaved.txt -t 4

@SampleID: unnamed sample
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	99.94367686567995
2157	superkingdom	2157	Archaea	0.056323134320060655
1224	phylum	2|1224	Bacteria|Proteobacteria	80.21381424314565
1117	phylum	2|1117	Bacteria|Cyanobacteria	10.212046962135283
74201	phylum	2|74201	Bacteria|Verrucomicrobia	1.4200404169833447
651137	phylum	2157|651137	Archaea|Thaumarchaeota	0.0503175313499886
201174	phylum	2|201174	Bacteria|Actinobacteria	2.267959783895654
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.006755074445208901
976	phylum	2|976	Bacteria|Bacteroidetes	4.715034813383978
1239	phylum	2|1239	Bacteria|Firmicutes	0.01788107941378827
1936987	phylum	2|1936987	Bacteria|Balneolaeota	0.9048382110445787
203682	phylum	2|203682	Bacteria|Planctomycetes	0.167027489163955
200795	phylum	2|200795	Bacteria|Chloroflexi	0.02428439503856046
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	13.680939771854653
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	76.30371879743537
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	2.530423734064937
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.07875686335076869
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	4.91803623162135
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	0.02138195385088743
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	0.6540526377556976
414999	class	2|74201|414999	Bacteria|Verrucomicrobia|Opitutae	0.5169656045684377
1853221	class	2|1936987|1853221	Bacteria|Balneolaeota|Balneolia	1.0819933418648042
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	0.19972922117774197
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	0.014001842455356892
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	1.222098240763167
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	0.8795137625648233
54526	order	2|1224|28211|54526	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales	65.88694883435244
1890424	order	2|1117||1890424	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales	14.569763300880728
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.7001575607620607
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	6.658289283926701
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.11022314329245171
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	5.867833213368411
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	0.02551134905559348
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.42770626663943545
135613	order	2|1224|1236|135613	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales	0.019630392432544597
1706369	order	2|1224|1236|1706369	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	1.9879177360216622
31932	order	2157|651137||31932	Archaea|Thaumarchaeota|Thaumarchaeota class incertae sedis|Nitrosopumilales	0.02572776075119128
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.07271764862907575
1853223	order	2|1936987|1853221|1853223	Bacteria|Balneolaeota|Balneolia|Balneolales	1.2909535776121541
112	order	2|203682|203683|112	Bacteria|Planctomycetes|Planctomycetia|Planctomycetales	0.2383019771533055
1202465	order	2|200795|301297|1202465	Bacteria|Chloroflexi|Dehalococcoidia|Dehalococcoidales	0.016705951794260952
28256	family	2|1224|1236|135619|28256	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae	0.1049870402991855
72275	family	2|1224|1236|135622|72275	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae	0.2747233289748702
1655514	family	2|1224|28211|54526|1655514	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae	67.98046071043876
267888	family	2|1224|1236|135622|267888	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae	0.5980268388727897
1890426	family	2|1117||1890424|1890426	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales|Synechococcaceae	8.757460056100662
267893	family	2|1224|1236|135622|267893	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae	0.0353493626209797
118882	family	2|1224|28211|356|118882	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae	0.008840172322149351
31989	family	2|1224|28211|204455|31989	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	6.828890589680826
1213	family	2|1117||1890424|1213	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales|Prochloraceae	6.285846570489903
69657	family	2|1224|28211|204455|69657	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae	0.04580498623129153
335929	family	2|1224|28211|204457|335929	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae	0.022699362552819825
