# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s prokaryotes_PRJEB1787/ERR598954_interleaved.fastq -o prokaryotes_PRJEB1787/results/2motus2_default_ERR598954_interleaved.txt -t 4

@SampleID: unnamed sample
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	99.80894223893516
2157	superkingdom	2157	Archaea	0.17348619407807112
2759	superkingdom	2759	Eukaryota	0.017571566986767866
1224	phylum	2|1224	Bacteria|Proteobacteria	49.969526524445556
201174	phylum	2|201174	Bacteria|Actinobacteria	6.798942521688973
1117	phylum	2|1117	Bacteria|Cyanobacteria	35.2259213885259
976	phylum	2|976	Bacteria|Bacteroidetes	4.8324501339737935
651137	phylum	2157|651137	Archaea|Thaumarchaeota	0.002918845416924729
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.17942983993288872
203682	phylum	2|203682	Bacteria|Planctomycetes	0.36040631758619035
62680	phylum	2|62680	Bacteria|Candidatus Marinimicrobia	0.023000133036727276
200795	phylum	2|200795	Bacteria|Chloroflexi	1.6762729309462099
74201	phylum	2|74201	Bacteria|Verrucomicrobia	0.8312235423191334
3041	phylum	2759|3041	Eukaryota|Chlorophyta	0.018469205325533814
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	0.011394353716386021
1936987	phylum	2|1936987	Bacteria|Balneolaeota	0.06123615150903339
203691	phylum	2|203691	Bacteria|Spirochaetes	0.008808111576755305
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	14.785979536799212
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	0.0577049074012556
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	11.268540554580248
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	3.128300714769062
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	64.78094516852295
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.17712311755681626
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	0.5774874526266939
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	2.4249248732498274
1553900	class	2|1224|1553900	Bacteria|Proteobacteria|Oligoflexia	0.022055167655406924
1035538	class	2759|3041|1035538	Eukaryota|Chlorophyta|Mamiellophyceae	0.030915247477479646
414999	class	2|74201|414999	Bacteria|Verrucomicrobia|Opitutae	0.02832961503774024
219685	class	2|142182|219685	Bacteria|Gemmatimonadetes|Gemmatimonadetes	0.019072789477358437
1853221	class	2|1936987|1853221	Bacteria|Balneolaeota|Balneolia	0.1025020159288033
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	2.5503580446506007
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.014743728514847364
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.03101706575169619
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.03201260988008252
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.943623741761714
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.042478605120424326
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	0.3750474306641581
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0.0024257928469217016
1890424	order	2|1117||1890424	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales	51.239005761081025
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	2.718456002941056
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	0.23730507188456437
54526	order	2|1224|28211|54526	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales	37.25353305958049
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.17172263063234164
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	1.5534225250515648
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.12363809012417436
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.2346714631987904
742030	order	2|1224|1236|742030	Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales	0.01672410261169725
1706369	order	2|1224|1236|1706369	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	0.03408222577484661
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	0.005116439094464751
112	order	2|203682|203683|112	Bacteria|Planctomycetes|Planctomycetia|Planctomycetales	0.5018297073566556
1202465	order	2|200795|301297|1202465	Bacteria|Chloroflexi|Dehalococcoidia|Dehalococcoidales	2.1072307873873033
213481	order	2|1224|1553900|213481	Bacteria|Proteobacteria|Oligoflexia|Bdellovibrionales	0.019165677591560584
13792	order	2759|3041|1035538|13792	Eukaryota|Chlorophyta|Mamiellophyceae|Mamiellales	0.02686498126308392
118969	order	2|1224|1236|118969	Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales	0.039765521533510054
219686	order	2|142182|219685|219686	Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales	0.016574026532287397
1853223	order	2|1936987|1853221|1853223	Bacteria|Balneolaeota|Balneolia|Balneolales	0.08907302907284137
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	2.2162307170144455
135621	family	2|1224|1236|72274|135621	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.021398023331449485
