# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s prokaryotes_PRJEB1787/ERR598953_interleaved.fastq -o prokaryotes_PRJEB1787/results/2motus2_default_ERR598953_interleaved.txt -t 4

@SampleID: unnamed sample
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	90.59471882782789
2157	superkingdom	2157	Archaea	9.405281172172106
1224	phylum	2|1224	Bacteria|Proteobacteria	45.806261343694224
1239	phylum	2|1239	Bacteria|Firmicutes	11.740966595107343
1117	phylum	2|1117	Bacteria|Cyanobacteria	0.1764238609525051
651137	phylum	2157|651137	Archaea|Thaumarchaeota	11.430338131247613
1293497	phylum	2|1293497	Bacteria|Nitrospinae	6.202898628230446
203682	phylum	2|203682	Bacteria|Planctomycetes	1.2000297323254603
976	phylum	2|976	Bacteria|Bacteroidetes	4.153373397160854
201174	phylum	2|201174	Bacteria|Actinobacteria	6.624667725948541
200795	phylum	2|200795	Bacteria|Chloroflexi	7.025725100171316
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	0.8707526369175347
57723	phylum	2|57723	Bacteria|Acidobacteria	0.24916614773867934
74201	phylum	2|74201	Bacteria|Verrucomicrobia	4.119308443354659
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.3634417930317507
256845	phylum	2|256845	Bacteria|Lentisphaerae	0.03664646411908885
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	0.010933140077175557
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	48.87002867154656
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	18.96763976172534
1293498	class	2|1293497|1293498	Bacteria|Nitrospinae|Nitrospinia	9.792863139713463
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.8341190074988878
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	2.9537990232772424
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	8.096947144174983
