# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s prokaryotes_PRJEB1787/ERR598956_interleaved.fastq -o prokaryotes_PRJEB1787/results/2motus2_default_ERR598956_interleaved.txt -t 4

@SampleID: unnamed sample
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	75.815431627097
2157	superkingdom	2157	Archaea	24.115385445158026
2759	superkingdom	2759	Eukaryota	0.06918292774496017
1224	phylum	2|1224	Bacteria|Proteobacteria	35.33547365883988
1117	phylum	2|1117	Bacteria|Cyanobacteria	0.3050213802710968
651137	phylum	2157|651137	Archaea|Thaumarchaeota	27.541205774684936
201174	phylum	2|201174	Bacteria|Actinobacteria	4.598081655549578
976	phylum	2|976	Bacteria|Bacteroidetes	3.8489050289568136
62680	phylum	2|62680	Bacteria|Candidatus Marinimicrobia	0.01183044694582437
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.5062450961310629
200795	phylum	2|200795	Bacteria|Chloroflexi	23.446597895584762
74201	phylum	2|74201	Bacteria|Verrucomicrobia	0.7108298087164303
3041	phylum	2759|3041	Eukaryota|Chlorophyta	0.08046335280183484
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	1.5447836817809963
203682	phylum	2|203682	Bacteria|Planctomycetes	1.364771743937719
1297	phylum	2|1297	Bacteria|Deinococcus-Thermus	0.17662781936950525
203691	phylum	2|203691	Bacteria|Spirochaetes	0.013513921852345186
57723	phylum	2|57723	Bacteria|Acidobacteria	0.515648734577235
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	24.784240349738738
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	36.55306220859083
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.35788917053006536
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	7.785240872213881
84992	class	2|201174|84992	Bacteria|Actinobacteria|Acidimicrobiia	0.02572320598967095
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	5.847798696120135
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.02669483622192275
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	16.525426283471898
1035538	class	2759|3041|1035538	Eukaryota|Chlorophyta|Mamiellophyceae	0.15708494953701022
1553900	class	2|1224|1553900	Bacteria|Proteobacteria|Oligoflexia	0.049376186891270026
219685	class	2|142182|219685	Bacteria|Gemmatimonadetes|Gemmatimonadetes	3.0158110276089705
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	2.6643818963644437
188787	class	2|1297|188787	Bacteria|Deinococcus-Thermus|Deinococci	0.34482247043349895
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.02638261591523359
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	1.1860820635382092
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	0.6499831668342272
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.5385428372275048
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.45735385928888467
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	2.860220046037345
1890424	order	2|1117||1890424	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales	1.1008668734001188
54526	order	2|1224|28211|54526	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales	28.834370220176936
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	3.415035377013665
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	3.4145481862947045
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	1.3954341719444079
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.7012168210849551
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0.07252440836370933
742030	order	2|1224|1236|742030	Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales	0.0784970066995442
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	10.810865985610372
1706369	order	2|1224|1236|1706369	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	0.07414379331514326
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	1.4617859284974526
31932	order	2157|651137||31932	Archaea|Thaumarchaeota|Thaumarchaeota class incertae sedis|Nitrosopumilales	0.03756895027849807
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.04935092876820458
1202465	order	2|200795|301297|1202465	Bacteria|Chloroflexi|Dehalococcoidia|Dehalococcoidales	30.55067012211457
13792	order	2759|3041|1035538|13792	Eukaryota|Chlorophyta|Mamiellophyceae|Mamiellales	0.2904040350991757
2024979	order	2|1224|1553900|2024979	Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales	0.09128209897446266
