# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s prokaryotes_PRJEB1787/ERR598948_interleaved.fastq -o prokaryotes_PRJEB1787/results/2motus2_default_ERR598948_interleaved.txt -t 4

@SampleID: unnamed sample
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	97.30090544149283
2157	superkingdom	2157	Archaea	2.634877241754181
2759	superkingdom	2759	Eukaryota	0.06421731675298432
1224	phylum	2|1224	Bacteria|Proteobacteria	61.137797781047034
1117	phylum	2|1117	Bacteria|Cyanobacteria	3.4204338681514366
976	phylum	2|976	Bacteria|Bacteroidetes	6.27387277717919
201174	phylum	2|201174	Bacteria|Actinobacteria	7.420800722425606
651137	phylum	2157|651137	Archaea|Thaumarchaeota	0.25014469323819816
62680	phylum	2|62680	Bacteria|Candidatus Marinimicrobia	0.004716544950509573
28890	phylum	2157|28890	Archaea|Euryarchaeota	2.989471594103042
200795	phylum	2|200795	Bacteria|Chloroflexi	16.01116237156975
74201	phylum	2|74201	Bacteria|Verrucomicrobia	1.2498640025103946
203682	phylum	2|203682	Bacteria|Planctomycetes	1.0450134470928578
3041	phylum	2759|3041	Eukaryota|Chlorophyta	0.07895603711079015
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	0.11776616062119877
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	31.966756200681772
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	0.08447172358628159
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	39.81069225170662
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	6.051025917761497
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	7.574538123058548
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.0040466844551675365
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.12021399586340943
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	10.533342375749731
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	1.233564658159245
1035538	class	2759|3041|1035538	Eukaryota|Chlorophyta|Mamiellophyceae	0.09484836445901079
219685	class	2|142182|219685	Bacteria|Gemmatimonadetes|Gemmatimonadetes	0.14147021725348702
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.007181440019029712
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	2.3778480472461965
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.014447174025764795
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.9289462718353542
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	5.825966147312925
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.030133591753098963
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	18.053987372138845
1890424	order	2|1117||1890424	Bacteria|Cyanobacteria|Cyanobacteria class incertae sedis|Synechococcales	6.214313065475764
54526	order	2|1224|28211|54526	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales	35.22204556579289
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.24558965193388949
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.23220318042918878
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	9.151587565602156
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	2.4443794069282183
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	1.9005224167380832
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	0.8621674537018611
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0.022053777441143205
742030	order	2|1224|1236|742030	Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales	0.018337813930494343
1706369	order	2|1224|1236|1706369	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	0.013648623846156449
