tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S003	8.619010791169119	9911.985364701197	0.6718804984355197	0.925	0.7115384615384616	0.8043478260869567	37.0	15.0	3.0	52.0	0.6727272727272727	2.9638241073519462	0.7500990367701277	0.3359402492177599
metalign_precise	CAMI_HIGH_S003	8.770138012667282	9723.399883609	0.6799928770657256	0.725	0.7073170731707317	0.7160493827160495	29.0	12.0	11.0	41.0	0.5576923076923077	2.9368800237368227	0.7908504186760598	0.33999643853286293
metalign_sensitve	CAMI_HIGH_S003	8.77406390925012	59147.97891907318	0.8222619387097896	0.975	0.37142857142857144	0.5379310344827586	39.0	66.0	1.0	105.0	0.36792452830188677	2.9633054197967357	0.636727689288637	0.4111309693548951
CLARK	CAMI_HIGH_S003	7.5314180044711865	12208.001630677029	0.4960904597184548	1.0	0.2857142857142857	0.4444444444444445	40.0	100.0	0.0	140.0	0.2857142857142857	2.381184506907983	0.48186094890505277	0.24804522985922728
CommonKmers	CAMI_HIGH_S003	9.996836738151817	10238.634818801222	0.5928193396040808	0.525	0.9545454545454546	0.6774193548387099	21.0	1.0	19.0	22.0	0.5121951219512195	2.2708134276776906	0.7346432350712383	0.2964096698020405
FOCUS	CAMI_HIGH_S003	9.595687688944468	9994.862385419956	0.33791760419236333	0.85	0.53125	0.6538461538461537	34.0	30.0	6.0	64.0	0.4857142857142857	2.9010952581231657	0.6975659570067965	0.16895880209618167
Metaphlan2	CAMI_HIGH_S003	10.470560850703617	10999.254844014682	1.1599597143355114	0.75	0.8571428571428571	0.7999999999999999	30.0	5.0	10.0	35.0	0.6666666666666666	2.599626547112914	0.7311876368087217	0.5799798571677555
Metaphyler	CAMI_HIGH_S003	9.21427481388008	15380.018267829339	0.21359237520270663	0.975	0.4020618556701031	0.5693430656934306	39.0	58.0	1.0	97.0	0.3979591836734694	2.6586800670051134	0.5811689699083243	0.10679618760135334
mOTU	CAMI_HIGH_S003	10.293718104708628	10407.137426121519	0.7566569735522137	0.75	0.7317073170731707	0.7407407407407408	30.0	11.0	10.0	41.0	0.5882352941176471	2.30122960209615	0.6196808788844719	0.3783284867761067
Quickr	CAMI_HIGH_S003	8.985007642887838	13404.795956126402	0.6021792860264396	1.0	0.38095238095238093	0.5517241379310345	40.0	65.0	0.0	105.0	0.38095238095238093	3.5403634653478226	0.7607205904167171	0.3010896430132197
Taxy-Pro1	CAMI_HIGH_S003	9.707052713825423	14716.329062189938	0.4009760972963752	1.0	0.40404040404040403	0.5755395683453237	40.0	59.0	0.0	99.0	0.40404040404040403	2.9473667604175793	0.6414123802083751	0.2004880486481875
Taxy-Pro2	CAMI_HIGH_S003	7.519338079820166	10209.038256298994	0.41098910516794357	1.0	0.36036036036036034	0.5298013245033113	40.0	71.0	0.0	111.0	0.36036036036036034	2.9638346555024397	0.6293270302580398	0.20549455258397165
TIPP	CAMI_HIGH_S003	9.400691509411493	10808.939126443096	0.36670579371925155	1.0	0.47058823529411764	0.6399999999999999	40.0	45.0	0.0	85.0	0.47058823529411764	2.5494142308648944	0.5489232681375323	0.18335289685962577
