tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S003	8.619010791169119	9911.985364701197	1.93018193018193	0.05307262569832402	0.0572289156626506	0.05507246376811594	57.0	939.0	1017.0	996.0	0.028315946348733235	6.04964160223306	0.8762837596041483	0.9650909650909651
metalign_precise	CAMI_HIGH_S003	8.770138012667282	9723.399883609	1.9492599492599478	0.025139664804469275	0.084375	0.038737446197991396	27.0	293.0	1047.0	320.0	0.019751280175566936	5.5695928330396125	0.96554835230233	0.9746299746299745
metalign_sensitve	CAMI_HIGH_S003	8.77406390925012	59147.97891907318	1.9302032394858133	0.05493482309124767	0.008690528796582707	0.015006994785705201	59.0	6730.0	1015.0	6789.0	0.007560225525371604	7.3626817738386015	0.8344817629194907	0.9651016197429009
CLARK	CAMI_HIGH_S003	7.5314180044711865	12208.001630677029	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
CommonKmers	CAMI_HIGH_S003	9.996836738151817	10238.634818801222	1.9999999999999993	0.0	0.0	na	0.0	69.0	1074.0	69.0	0.0	3.4113064731449674	0.80567327946075	1.0
FOCUS	CAMI_HIGH_S003	9.595687688944468	9994.862385419956	1.9999999999999978	0.0	0.0	na	0.0	295.0	1074.0	295.0	0.0	5.1765328471489624	0.9102435869320555	1.0
Metaphlan2	CAMI_HIGH_S003	10.470560850703617	10999.254844014682	1.9999999999999991	0.0	0.0	na	0.0	28.0	1074.0	28.0	0.0	1.5524354012346153	0.4658883920522003	1.0
Metaphyler	CAMI_HIGH_S003	9.21427481388008	15380.018267829339	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
mOTU	CAMI_HIGH_S003	10.293718104708628	10407.137426121519	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Quickr	CAMI_HIGH_S003	8.985007642887838	13404.795956126402	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Taxy-Pro1	CAMI_HIGH_S003	9.707052713825423	14716.329062189938	2.0	0.0	0.0	na	0.0	949.0	1074.0	949.0	0.0	5.168560438822072	0.753939056102694	1.0
Taxy-Pro2	CAMI_HIGH_S003	7.519338079820166	10209.038256298994	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
TIPP	CAMI_HIGH_S003	9.400691509411493	10808.939126443096	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
