tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S004	8.591563044615045	9109.988262549998	1.7754453607415177	0.6378600823045267	0.17070484581497797	0.2693310165073849	155.0	753.0	88.0	908.0	0.15562248995983935	6.0112319828959215	0.8825453395537018	0.8877226803707587
metalign_precise	CAMI_HIGH_S004	8.7312746661647	9882.392140830807	1.817100561336644	0.3497942386831276	0.27070063694267515	0.3052064631956912	85.0	229.0	158.0	314.0	0.18008474576271186	5.533179140108743	0.9623936220172373	0.908550280668322
metalign_sensitve	CAMI_HIGH_S004	8.74157332934259	58498.9750520027	1.776539889051634	0.6666666666666666	0.023978685612788632	0.046292327475353626	162.0	6594.0	81.0	6756.0	0.02369460289600702	7.332735945176915	0.8315469546760513	0.8882699445258188
CLARK	CAMI_HIGH_S004	7.46782918383144	12096.995107053806	na	0.0	0.0	na	0.0	0.0	243.0	0.0	0.0	na	na	na
CommonKmers	CAMI_HIGH_S004	9.866587241316893	10367.5896100667	1.9620463116960891	0.06995884773662552	0.07834101382488479	0.07391304347826086	17.0	200.0	226.0	217.0	0.03837471783295711	4.798295934131548	0.891893584358786	0.9810231558480441
FOCUS	CAMI_HIGH_S004	9.523058048055162	10062.936641714945	1.9999999999999987	0.0	0.0	na	0.0	394.0	243.0	394.0	0.0	5.4648773858178465	0.9144170864056287	1.0
Metaphlan2	CAMI_HIGH_S004	10.247383892883777	11177.48295036303	1.970549801269999	0.0205761316872428	0.08928571428571429	0.033444816053511704	5.0	51.0	238.0	56.0	0.017006802721088437	2.550531235381239	0.6336169933304475	0.9852749006349997
Metaphyler	CAMI_HIGH_S004	9.180904992235213	15188.995976351913	1.9748177620696215	0.01646090534979424	0.0030097817908201654	0.0050890585241730275	4.0	1325.0	239.0	1329.0	0.002551020408163265	5.679026811807979	0.7896111034797714	0.9874088810348038
mOTU	CAMI_HIGH_S004	10.096510252479494	10575.09952047731	1.9864555193929223	0.00823045267489712	0.004796163069544364	0.006060606060606061	2.0	415.0	241.0	417.0	0.00303951367781155	4.291454835978372	0.711319990831964	0.9932277596964616
Quickr	CAMI_HIGH_S004	8.961687976756465	13091.791124204621	1.9627003953498992	0.14814814814814814	0.03345724907063197	0.054586808188021224	36.0	1040.0	207.0	1076.0	0.028059236165237724	6.365539073215014	0.9118369629870715	0.9813501976749504
Taxy-Pro1	CAMI_HIGH_S004	9.66527284051655	14918.387715174544	1.9833113784467533	0.012345679012345678	0.004608294930875576	0.006711409395973154	3.0	648.0	240.0	651.0	0.003367003367003367	4.939737262826739	0.7624804987004308	0.991655689223377
Taxy-Pro2	CAMI_HIGH_S004	7.461337958541097	10386.05637075638	na	0.0	0.0	na	0.0	0.0	243.0	0.0	0.0	na	na	na
TIPP	CAMI_HIGH_S004	9.352966415780877	10689.871370560924	1.9757224309657206	0.01646090534979424	0.005188067444876783	0.007889546351084813	4.0	767.0	239.0	771.0	0.0039603960396039604	5.402935309180368	0.7548386387104059	0.9878612154828493
