tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S004	8.591563044615045	9109.988262549998	0.6743776413339849	0.925	0.6851851851851852	0.7872340425531915	37.0	17.0	3.0	54.0	0.6491228070175439	2.9658681254957977	0.7435146620980623	0.3371888206669925
metalign_precise	CAMI_HIGH_S004	8.7312746661647	9882.392140830807	0.6815929603452718	0.725	0.7073170731707317	0.7160493827160495	29.0	12.0	11.0	41.0	0.5576923076923077	2.925883284110335	0.7878891890489081	0.340796480172636
metalign_sensitve	CAMI_HIGH_S004	8.74157332934259	58498.9750520027	0.8102847450087998	1.0	0.42105263157894735	0.5925925925925926	40.0	55.0	0.0	95.0	0.42105263157894735	2.9637261791151515	0.650813855899714	0.40514237250439983
CLARK	CAMI_HIGH_S004	7.46782918383144	12096.995107053806	0.46932198486114957	1.0	0.2857142857142857	0.4444444444444445	40.0	100.0	0.0	140.0	0.2857142857142857	2.37040330680646	0.4796792450949599	0.2346609924305748
CommonKmers	CAMI_HIGH_S004	9.866587241316893	10367.5896100667	0.5671558002310452	0.525	1.0	0.6885245901639345	21.0	0.0	19.0	21.0	0.525	2.2640168370166385	0.7436361148021571	0.28357790011552264
FOCUS	CAMI_HIGH_S004	9.523058048055162	10062.936641714945	0.3294791098200813	0.85	0.53125	0.6538461538461537	34.0	30.0	6.0	64.0	0.4857142857142857	2.851571116212171	0.6856579180169176	0.1647395549100407
Metaphlan2	CAMI_HIGH_S004	10.247383892883777	11177.48295036303	1.0962648659663299	0.7	0.8235294117647058	0.7567567567567567	28.0	6.0	12.0	34.0	0.6086956521739131	2.7170822308620766	0.7705060818073406	0.548132432983165
Metaphyler	CAMI_HIGH_S004	9.180904992235213	15188.995976351913	0.20588562781609518	0.975	0.40625	0.5735294117647058	39.0	57.0	1.0	96.0	0.4020618556701031	2.6586350421373757	0.5824785775781037	0.10294281390804762
mOTU	CAMI_HIGH_S004	10.096510252479494	10575.09952047731	0.7025827861788048	0.75	0.7894736842105263	0.7692307692307692	30.0	8.0	10.0	38.0	0.625	2.351662571534136	0.6464898612081329	0.3512913930894024
Quickr	CAMI_HIGH_S004	8.961687976756465	13091.791124204621	0.5856018671244037	1.0	0.36036036036036034	0.5298013245033113	40.0	71.0	0.0	111.0	0.36036036036036034	3.5082340472850695	0.7449222952870082	0.2928009335622018
Taxy-Pro1	CAMI_HIGH_S004	9.66527284051655	14918.387715174544	0.3813027888477574	1.0	0.39603960396039606	0.5673758865248227	40.0	61.0	0.0	101.0	0.39603960396039606	2.926514616046409	0.6341144516957082	0.1906513944238787
Taxy-Pro2	CAMI_HIGH_S004	7.461337958541097	10386.05637075638	0.39049014474382715	1.0	0.3508771929824561	0.5194805194805194	40.0	74.0	0.0	114.0	0.3508771929824561	2.940340760461811	0.6208229643457074	0.19524507237191366
TIPP	CAMI_HIGH_S004	9.352966415780877	10689.871370560924	0.34298937608754443	1.0	0.46511627906976744	0.6349206349206349	40.0	46.0	0.0	86.0	0.46511627906976744	2.560810571278849	0.5513770539323631	0.17149468804377213
