tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S004	8.591563044615045	9109.988262549998	0.16458305759565534	0.9523809523809523	0.8333333333333334	0.888888888888889	20.0	4.0	1.0	24.0	0.8	2.089746131436131	0.6575552973586157	0.08229152879782765
metalign_precise	CAMI_HIGH_S004	8.7312746661647	9882.392140830807	0.1582969699769143	0.7619047619047619	0.8421052631578947	0.8	16.0	3.0	5.0	19.0	0.6666666666666666	2.081539021272237	0.7069390929818192	0.07914848498845714
metalign_sensitve	CAMI_HIGH_S004	8.74157332934259	58498.9750520027	0.25943377085189473	1.0	0.5121951219512195	0.6774193548387097	21.0	20.0	0.0	41.0	0.5121951219512195	2.0284243581039227	0.5462191985691267	0.12971688542594734
CLARK	CAMI_HIGH_S004	7.46782918383144	12096.995107053806	0.34921477790226035	1.0	0.3559322033898305	0.525	21.0	38.0	0.0	59.0	0.3559322033898305	1.950583565159583	0.47837293758636645	0.17460738895113023
CommonKmers	CAMI_HIGH_S004	9.866587241316893	10367.5896100667	0.33800504015201155	0.5238095238095238	1.0	0.6875000000000001	11.0	0.0	10.0	11.0	0.5238095238095238	1.8520159934228415	0.7723506586930788	0.1690025200760058
FOCUS	CAMI_HIGH_S004	9.523058048055162	10062.936641714945	0.16813671336889713	0.9047619047619048	0.59375	0.7169811320754718	19.0	13.0	2.0	32.0	0.5588235294117647	2.1730810318022526	0.6270186456061964	0.08406835668444854
Metaphlan2	CAMI_HIGH_S004	10.247383892883777	11177.48295036303	0.7938646032181973	0.7142857142857143	0.8823529411764706	0.7894736842105262	15.0	2.0	6.0	17.0	0.6521739130434783	2.1003417342539663	0.7413284773136702	0.39693230160909865
Metaphyler	CAMI_HIGH_S004	9.180904992235213	15188.995976351913	0.17414781283643954	0.9523809523809523	0.45454545454545453	0.6153846153846153	20.0	24.0	1.0	44.0	0.4444444444444444	1.9866654581807937	0.5249909889224399	0.08707390641821978
mOTU	CAMI_HIGH_S004	10.096510252479494	10575.09952047731	0.5326139363884397	0.7142857142857143	0.9375	0.8108108108108109	15.0	1.0	6.0	16.0	0.6818181818181818	1.9190536247311516	0.6921522868999056	0.26630696819421995
Quickr	CAMI_HIGH_S004	8.961687976756465	13091.791124204621	0.3816052345163626	1.0	0.38181818181818183	0.5526315789473685	21.0	34.0	0.0	55.0	0.38181818181818183	2.6912807698508705	0.6715889708818273	0.19080261725818132
Taxy-Pro1	CAMI_HIGH_S004	9.66527284051655	14918.387715174544	0.199338125984209	1.0	0.45652173913043476	0.626865671641791	21.0	25.0	0.0	46.0	0.45652173913043476	2.1528922533664154	0.5623123271196515	0.0996690629921045
Taxy-Pro2	CAMI_HIGH_S004	7.461337958541097	10386.05637075638	0.1989213224111351	1.0	0.40384615384615385	0.5753424657534247	21.0	31.0	0.0	52.0	0.40384615384615385	2.1610800130393035	0.5469366525978744	0.09946066120556761
TIPP	CAMI_HIGH_S004	9.352966415780877	10689.871370560924	0.318168623804707	1.0	0.525	0.6885245901639345	21.0	19.0	0.0	40.0	0.525	1.85522171730573	0.4792367309468735	0.15908431190235348
