tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S004	8.591563044615045	9109.988262549998	0.02318541609754154	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.10633322829567353	0.0767032105719411	0.01159270804877077
metalign_precise	CAMI_HIGH_S004	8.7312746661647	9882.392140830807	0.023407749741473624	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.10718160143236649	0.07731518243050628	0.011703874870736812
metalign_sensitve	CAMI_HIGH_S004	8.74157332934259	58498.9750520027	0.05505766477884778	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.16196250666394452	0.11683125258700923	0.027528832389423885
CLARK	CAMI_HIGH_S004	7.46782918383144	12096.995107053806	0.018020711851950196	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10562909129806258	0.09614774237244408	0.009010355925975096
CommonKmers	CAMI_HIGH_S004	9.866587241316893	10367.5896100667	0.029145269788839894	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.12567272685756173	0.18130741981239756	0.014572634894419947
FOCUS	CAMI_HIGH_S004	9.523058048055162	10062.936641714945	0.023064034295974267	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.11464235905445513	0.1653939628836744	0.011532017147987133
Metaphlan2	CAMI_HIGH_S004	10.247383892883777	11177.48295036303	0.16441005950237653	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.3140844086508161	0.45312801878107506	0.08220502975118828
Metaphyler	CAMI_HIGH_S004	9.180904992235213	15188.995976351913	0.0008878057040257348	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.06679502894277536	0.0963648570117768	0.0004439028520128673
mOTU	CAMI_HIGH_S004	10.096510252479494	10575.09952047731	0.31492391312061985	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.45638370234300324	0.6584225041127956	0.15746195656030992
Quickr	CAMI_HIGH_S004	8.961687976756465	13091.791124204621	0.0705697370847747	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.2237398095757434	0.20365675123386054	0.03528486854238735
Taxy-Pro1	CAMI_HIGH_S004	9.66527284051655	14918.387715174544	0.010034385195726527	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.045796480455762845	0.06607035524369739	0.0050171925978632625
Taxy-Pro2	CAMI_HIGH_S004	7.461337958541097	10386.05637075638	0.010088787546950213	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.04568901759141837	0.041587936037752626	0.005044393773475107
TIPP	CAMI_HIGH_S004	9.352966415780877	10689.871370560924	0.006924498736102795	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.08332531804220161	0.12021302311997994	0.0034622493680513977
