tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S004	8.591563044615045	9109.988262549998	1.9300782097653706	0.05493482309124767	0.06497797356828194	0.059535822401614535	59.0	849.0	1015.0	908.0	0.030681227249089962	6.011231982895922	0.882545339553702	0.9650391048826852
metalign_precise	CAMI_HIGH_S004	8.7312746661647	9882.392140830807	1.9472301583095257	0.027932960893854747	0.09554140127388536	0.043227665706051875	30.0	284.0	1044.0	314.0	0.022091310751104567	5.533179140108748	0.9623936220172382	0.9736150791547625
metalign_sensitve	CAMI_HIGH_S004	8.74157332934259	58498.9750520027	1.9305015502850589	0.05493482309124767	0.008732978093546477	0.015070242656449552	59.0	6697.0	1015.0	6756.0	0.007592330459400334	7.332735945176898	0.8315469546760494	0.9652507751425328
CLARK	CAMI_HIGH_S004	7.46782918383144	12096.995107053806	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
CommonKmers	CAMI_HIGH_S004	9.866587241316893	10367.5896100667	2.000000000000001	0.0	0.0	na	0.0	74.0	1074.0	74.0	0.0	3.5400207079575257	0.822483078508032	1.0
FOCUS	CAMI_HIGH_S004	9.523058048055162	10062.936641714945	2.000000000000004	0.0	0.0	na	0.0	299.0	1074.0	299.0	0.0	5.14436465192717	0.9024498858195426	1.0
Metaphlan2	CAMI_HIGH_S004	10.247383892883777	11177.48295036303	2.000000000000002	0.0	0.0	na	0.0	32.0	1074.0	32.0	0.0	1.78721262125836	0.5156805571407203	1.0
Metaphyler	CAMI_HIGH_S004	9.180904992235213	15188.995976351913	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
mOTU	CAMI_HIGH_S004	10.096510252479494	10575.09952047731	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Quickr	CAMI_HIGH_S004	8.961687976756465	13091.791124204621	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Taxy-Pro1	CAMI_HIGH_S004	9.66527284051655	14918.387715174544	2.0000000000000044	0.0	0.0	na	0.0	968.0	1074.0	968.0	0.0	5.1894859281100265	0.7548088358666144	1.0
Taxy-Pro2	CAMI_HIGH_S004	7.461337958541097	10386.05637075638	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
TIPP	CAMI_HIGH_S004	9.352966415780877	10689.871370560924	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
