@SampleID:CAMI_low_S001
@Version:Metalign-v0.2
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	92.85317
10239	superkingdom	10239	Viruses	0.00436
1224	phylum	2|1224	Bacteria|Proteobacteria	31.93262
1239	phylum	2|1239	Bacteria|Firmicutes	21.51718
976	phylum	2|976	Bacteria|Bacteroidetes	14.07577
201174	phylum	2|201174	Bacteria|Actinobacteria	11.73334
200795	phylum	2|200795	Bacteria|Chloroflexi	8.10157
544448	phylum	2|544448	Bacteria|Tenericutes	5.49213
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	14.97985
1853228	class	2|976|1853228	Bacteria|Bacteroidetes|Chitinophagia	13.9717
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	13.54668
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	11.73334
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	9.08644
388447	class	2|200795|388447	Bacteria|Chloroflexi|Ktedonobacteria	8.10157
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	6.83862
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	5.84582
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	5.49213
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	2.4607
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	0.68981
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	0.07889
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.02517
526524	class	2|1239|526524	Bacteria|Firmicutes|Erysipelotrichia	0.00138
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.00018
2008785	class	2|1224|2008785	Bacteria|Proteobacteria|Hydrogenophilalia	0.00014
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	14.97621
1853229	order	2|976|1853228|1853229	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales	13.9717
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	12.92863
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	10.50783
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	8.71104
388448	order	2|200795|388447|388448	Bacteria|Chloroflexi|Ktedonobacteria|Ktedonobacterales	8.10157
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	6.79409
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	5.84091
