@SampleID:CAMI_MED_S001
@Version:Metalign-v0.2
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	98.82765
10239	superkingdom	10239	Viruses	0.07515
2157	superkingdom	2157	Archaea	0.06703
1224	phylum	2|1224	Bacteria|Proteobacteria	66.27269
201174	phylum	2|201174	Bacteria|Actinobacteria	17.13438
1239	phylum	2|1239	Bacteria|Firmicutes	13.75337
976	phylum	2|976	Bacteria|Bacteroidetes	1.6672
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.06703
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	46.6424
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	18.29508
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	16.91841
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	9.43007
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	2.60498
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	1.71833
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	1.0719
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	0.74548
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.58974
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	0.55911
84992	class	2|201174|84992	Bacteria|Actinobacteria|Acidimicrobiia	0.21597
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	0.06703
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.03618
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	37.53918
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	17.76912
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	6.93741
