@SampleID:CAMI_HIGH_S005
@Version:Metalign-v0.2
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	60.57643
2759	superkingdom	2759	Eukaryota	1.49327
2157	superkingdom	2157	Archaea	0.34833
10239	superkingdom	10239	Viruses	0.07151
1224	phylum	2|1224	Bacteria|Proteobacteria	34.34447
201174	phylum	2|201174	Bacteria|Actinobacteria	16.79247
1239	phylum	2|1239	Bacteria|Firmicutes	4.79083
976	phylum	2|976	Bacteria|Bacteroidetes	4.16223
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.34805
200918	phylum	2|200918	Bacteria|Thermotogae	0.14173
74201	phylum	2|74201	Bacteria|Verrucomicrobia	0.13961
3041	phylum	2759|3041	Eukaryota|Chlorophyta	0.07294
5204	phylum	2759|5204	Eukaryota|Basidiomycota	0.07036
4890	phylum	2759|4890	Eukaryota|Ascomycota	0.06322
1117	phylum	2|1117	Bacteria|Cyanobacteria	0.06201
203691	phylum	2|203691	Bacteria|Spirochaetes	0.05978
544448	phylum	2|544448	Bacteria|Tenericutes	0.0322
65842	phylum	2|65842	Bacteria|Fibrobacteres	0.02342
32066	phylum	2|32066	Bacteria|Fusobacteria	0.01079
57723	phylum	2|57723	Bacteria|Acidobacteria	0.00396
1090	phylum	2|1090	Bacteria|Chlorobi	0.00276
5794	phylum	2759|5794	Eukaryota|Apicomplexa	0.00262
204428	phylum	2|204428	Bacteria|Chlamydiae	0.00195
200795	phylum	2|200795	Bacteria|Chloroflexi	0.00099
2138240	phylum	2|2138240	Bacteria|Coprothermobacterota	0.00027
221216	phylum	2|221216	Bacteria|Candidatus Parcubacteria	0.00018
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	19.57374
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	16.71623
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	7.04564
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	5.93664
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	2.64431
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	2.56332
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	1.92326
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	1.74659
4762	class	2759||4762	Eukaryota||Oomycetes	1.15637
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.71052
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.40704
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	0.34803
1853228	class	2|976|1853228	Bacteria|Bacteroidetes|Chitinophagia	0.27177
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.17983
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	0.14173
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.13961
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.12849
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.08636
3166	class	2759|3041|3166	Eukaryota|Chlorophyta|Chlorophyceae	0.07261
84998	class	2|201174|84998	Bacteria|Actinobacteria|Coriobacteriia	0.06866
162484	class	2759|5204|162484	Eukaryota|Basidiomycota|Pucciniomycetes	0.06588
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.05978
147549	class	2759|4890|147549	Eukaryota|Ascomycota|Pezizomycetes	0.03905
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	0.0322
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	0.02342
2864	class	2759||2864	Eukaryota||Dinophyceae	0.02286
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	0.02216
147545	class	2759|4890|147545	Eukaryota|Ascomycota|Eurotiomycetes	0.01615
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	0.01079
147550	class	2759|4890|147550	Eukaryota|Ascomycota|Sordariomycetes	0.0054
1538075	class	2759|5204|1538075	Eukaryota|Basidiomycota|Malasseziomycetes	0.0042
526524	class	2|1239|526524	Bacteria|Firmicutes|Erysipelotrichia	0.00282
191410	class	2|1090|191410	Bacteria|Chlorobi|Chlorobia	0.00276
4891	class	2759|4890|4891	Eukaryota|Ascomycota|Saccharomycetes	0.0026
1280412	class	2759|5794|1280412	Eukaryota|Apicomplexa|Conoidasida	0.00259
204429	class	2|204428|204429	Bacteria|Chlamydiae|Chlamydiia	0.00195
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	0.00095
2008785	class	2|1224|2008785	Bacteria|Proteobacteria|Hydrogenophilalia	0.00088
1807140	class	2|1224|1807140	Bacteria|Proteobacteria|Acidithiobacillia	0.00049
75966	class	2759|3041|75966	Eukaryota|Chlorophyta|Trebouxiophyceae	0.00029
2138243	class	2|2138240|2138243	Bacteria|Coprothermobacterota|Coprothermobacteria	0.00027
155619	class	2759|5204|155619	Eukaryota|Basidiomycota|Agaricomycetes	0.00017
908620	class	2|201174|908620	Bacteria|Actinobacteria|Nitriliruptoria	0.00015
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	13.15892
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	7.05369
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	5.777
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	3.60155
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	3.49069
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	3.24272
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	2.55158
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	2.48503
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	2.47257
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	2.46585
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	1.79685
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	1.76865
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	1.4767
