tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S001	9.768873093197554	2762.3207487077802	0.6412940046871667	0.6551724137931034	0.7916666666666666	0.7169811320754716	19.0	5.0	10.0	24.0	0.5588235294117647	2.162747870553403	0.6805258771581654	0.3206470023435834
metalign_precise	CAMI_MED_S001	9.788096202506068	2298.0952956231317	0.6429908695298948	0.5862068965517241	0.7727272727272727	0.6666666666666667	17.0	5.0	12.0	22.0	0.5	2.156001895995462	0.697499930372369	0.3214954347649474
metalign_sensitve	CAMI_MED_S001	9.788241815597239	20370.91517974993	0.6646601564370742	0.9655172413793104	0.37333333333333335	0.5384615384615384	28.0	47.0	1.0	75.0	0.3684210526315789	2.1727093143155143	0.5032345792692688	0.33233007821853744
CLARK	CAMI_MED_S001	8.867268896388975	9514.883619059729	0.7290213736194278	1.0	0.20863309352517986	0.34523809523809523	29.0	110.0	0.0	139.0	0.20863309352517986	2.2499360398823125	0.45596269640334974	0.3645106868097138
CommonKmers	CAMI_MED_S001	10.923179320832848	2616.5665556069816	0.47125153120329505	0.41379310344827586	1.0	0.5853658536585366	12.0	0.0	17.0	12.0	0.41379310344827586	1.754737502433363	0.7061583188982444	0.23562576560164752
FOCUS	CAMI_MED_S001	10.609550336970344	3092.474433407531	0.39710596426425954	0.6896551724137931	0.425531914893617	0.5263157894736842	20.0	27.0	9.0	47.0	0.35714285714285715	2.4873213047069367	0.6460327140710613	0.19855298213212977
Metaphlan2	CAMI_MED_S001	11.125596816721272	2545.2369392803416	0.6645631313136559	0.5862068965517241	0.85	0.6938775510204082	17.0	3.0	12.0	20.0	0.53125	2.12576916801253	0.70959918106788	0.33228156565682804
Metaphyler	CAMI_MED_S001	10.103722118759865	12374.702531092058	0.18689251538963306	1.0	0.30526315789473685	0.46774193548387094	29.0	66.0	0.0	95.0	0.30526315789473685	2.2081550626562	0.48489564281569864	0.09344625769481654
mOTU	CAMI_MED_S001	11.113832141066585	3287.5803456119447	0.5865923067162002	0.6896551724137931	0.9090909090909091	0.7843137254901961	20.0	2.0	9.0	22.0	0.6451612903225806	1.8084759620839217	0.5850699203820614	0.2932961533581001
Quickr	CAMI_MED_S001	9.997834570310141	10315.758267393294	0.634558314250989	0.9310344827586207	0.26732673267326734	0.41538461538461535	27.0	74.0	2.0	101.0	0.2621359223300971	3.2622301041706474	0.70685696988113	0.31727915712549454
Taxy-Pro1	CAMI_MED_S001	11.06161394423546	8640.994830083566	0.4344426634094221	0.9655172413793104	0.35443037974683544	0.5185185185185186	28.0	51.0	1.0	79.0	0.35	2.432243246434052	0.5566477341206373	0.21722133170471106
Taxy-Pro2	CAMI_MED_S001	8.970007695423522	4175.601586848087	0.4362593251591684	1.0	0.27884615384615385	0.4360902255639098	29.0	75.0	0.0	104.0	0.27884615384615385	2.4613911411223013	0.5299707097387838	0.21812966257958416
TIPP	CAMI_MED_S001	10.286082617575106	6674.658167168188	0.31693462756463897	0.9655172413793104	0.35443037974683544	0.5185185185185186	28.0	51.0	1.0	79.0	0.35	2.1272426324419187	0.45802402912192225	0.1584673137823196
