tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S001	9.768873093197554	2762.3207487077802	0.21038361761896027	0.8	0.9230769230769231	0.8571428571428571	12.0	1.0	3.0	13.0	0.75	1.5259004681112216	0.5949047156320332	0.10519180880948013
metalign_precise	CAMI_MED_S001	9.788096202506068	2298.0952956231317	0.21098214759628525	0.6666666666666666	0.9090909090909091	0.7692307692307692	10.0	1.0	5.0	11.0	0.625	1.5185206586327897	0.6332723016967539	0.10549107379814267
metalign_sensitve	CAMI_MED_S001	9.788241815597239	20370.91517974993	0.264178283197264	1.0	0.40540540540540543	0.5769230769230769	15.0	22.0	0.0	37.0	0.40540540540540543	1.4748816937029607	0.4084506292813856	0.13208914159863203
CLARK	CAMI_MED_S001	8.867268896388975	9514.883619059729	0.490306229091881	1.0	0.2542372881355932	0.4054054054054054	15.0	44.0	0.0	59.0	0.2542372881355932	1.7330684267838568	0.4250282065156993	0.24515311454594052
CommonKmers	CAMI_MED_S001	10.923179320832848	2616.5665556069816	0.1967394770998329	0.4666666666666667	1.0	0.6363636363636364	7.0	0.0	8.0	7.0	0.4666666666666667	1.4154647414990191	0.7274049843391737	0.09836973854991644
FOCUS	CAMI_MED_S001	10.609550336970344	3092.474433407531	0.2551060796099281	1.0	0.6	0.7499999999999999	15.0	10.0	0.0	25.0	0.6	1.6702572605484882	0.5188945928403057	0.12755303980496405
Metaphlan2	CAMI_MED_S001	11.125596816721272	2545.2369392803416	0.4790576742186971	0.7333333333333333	1.0	0.846153846153846	11.0	0.0	4.0	11.0	0.7333333333333333	1.4818696834691503	0.6179876578762307	0.23952883710934855
Metaphyler	CAMI_MED_S001	10.103722118759865	12374.702531092058	0.13810527922297425	1.0	0.3488372093023256	0.5172413793103449	15.0	28.0	0.0	43.0	0.3488372093023256	1.4854186158670677	0.39493208821013703	0.06905263961148714
mOTU	CAMI_MED_S001	11.113832141066585	3287.5803456119447	0.3241338473622033	0.6666666666666666	1.0	0.8	10.0	0.0	5.0	10.0	0.6666666666666666	1.2553291680791763	0.5451825306689859	0.16206692368110165
Quickr	CAMI_MED_S001	9.997834570310141	10315.758267393294	0.46550393458047906	0.9333333333333333	0.2857142857142857	0.43749999999999994	14.0	35.0	1.0	49.0	0.28	2.294436716713471	0.589553612695673	0.23275196729023953
Taxy-Pro1	CAMI_MED_S001	11.06161394423546	8640.994830083566	0.20455175624521324	1.0	0.4166666666666667	0.5882352941176471	15.0	21.0	0.0	36.0	0.4166666666666667	1.62158085582996	0.45251075372538335	0.10227587812260662
Taxy-Pro2	CAMI_MED_S001	8.970007695423522	4175.601586848087	0.20445589990903518	1.0	0.3125	0.47619047619047616	15.0	33.0	0.0	48.0	0.3125	1.6306919461183869	0.4212367018719986	0.10222794995451763
TIPP	CAMI_MED_S001	10.286082617575106	6674.658167168188	0.20237231916634257	0.9333333333333333	0.4117647058823529	0.5714285714285713	14.0	20.0	1.0	34.0	0.4	1.4371155650610796	0.3712324834106305	0.1011861595831713
