tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S001	9.768873093197554	2762.3207487077802	1.6714477837262323	0.5138888888888888	0.14015151515151514	0.22023809523809523	37.0	227.0	35.0	264.0	0.12374581939799331	3.4770194860074484	0.6235744662815316	0.8357238918631166
metalign_precise	CAMI_MED_S001	9.788096202506068	2298.0952956231317	1.6755000614539244	0.4027777777777778	0.43283582089552236	0.41726618705035967	29.0	38.0	43.0	67.0	0.2636363636363636	3.370848889488612	0.8016873513995102	0.8377500307269623
metalign_sensitve	CAMI_MED_S001	9.788241815597239	20370.91517974993	1.6917639543014962	0.7222222222222222	0.023722627737226276	0.04593639575971731	52.0	2140.0	20.0	2192.0	0.023508137432188065	4.840036414879281	0.6291833075693922	0.8458819771507515
CLARK	CAMI_MED_S001	8.867268896388975	9514.883619059729	na	0.0	0.0	na	0.0	0.0	72.0	0.0	0.0	na	na	na
CommonKmers	CAMI_MED_S001	10.923179320832848	2616.5665556069816	1.7701032627004338	0.2222222222222222	0.27586206896551724	0.24615384615384614	16.0	42.0	56.0	58.0	0.14035087719298245	2.847290466090579	0.7012265555002619	0.8850516313502171
FOCUS	CAMI_MED_S001	10.609550336970344	3092.474433407531	1.8459543655649893	0.08333333333333333	0.03076923076923077	0.0449438202247191	6.0	189.0	66.0	195.0	0.022988505747126436	4.468604021771672	0.8474501035211208	0.9229771827824951
Metaphlan2	CAMI_MED_S001	11.125596816721272	2545.2369392803416	1.7734230637818187	0.2916666666666667	0.5833333333333334	0.38888888888888895	21.0	15.0	51.0	36.0	0.2413793103448276	2.4378745674729148	0.6803018511528297	0.8867115318909097
Metaphyler	CAMI_MED_S001	10.103722118759865	12374.702531092058	1.8733026642845614	0.1527777777777778	0.009228187919463088	0.01740506329113924	11.0	1181.0	61.0	1192.0	0.008778930566640064	4.691351324363912	0.6623033250871172	0.9366513321422791
mOTU	CAMI_MED_S001	11.113832141066585	3287.5803456119447	1.8299598200396414	0.19444444444444445	0.0707070707070707	0.10370370370370371	14.0	184.0	58.0	198.0	0.0546875	2.4751962106138246	0.4680543165175122	0.9149799100198206
Quickr	CAMI_MED_S001	9.997834570310141	10315.758267393294	1.9271099698073155	0.2222222222222222	0.018285714285714287	0.0337909186906019	16.0	859.0	56.0	875.0	0.017185821697099892	6.061580942788785	0.8948007985085942	0.963554984903658
Taxy-Pro1	CAMI_MED_S001	11.06161394423546	8640.994830083566	1.846774774735199	0.09722222222222222	0.016666666666666666	0.028455284552845527	7.0	413.0	65.0	420.0	0.01443298969072165	4.15826468873645	0.6884253872560692	0.9233873873675985
Taxy-Pro2	CAMI_MED_S001	8.970007695423522	4175.601586848087	na	0.0	0.0	na	0.0	0.0	72.0	0.0	0.0	na	na	na
TIPP	CAMI_MED_S001	10.286082617575106	6674.658167168188	1.8718760440134539	0.1527777777777778	0.01971326164874552	0.03492063492063492	11.0	547.0	61.0	558.0	0.017770597738287562	4.281445984349531	0.6081892835118694	0.9359380220067205
