tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_MED_S001	9.768873093197554	2762.3207487077802	0.12250140773594408	0.8333333333333334	1.0	0.9090909090909091	5.0	0.0	1.0	5.0	0.8333333333333334	0.9200886985780077	0.5716832513200049	0.06125070386797204
metalign_precise	CAMI_MED_S001	9.788096202506068	2298.0952956231317	0.12365490694025297	0.6666666666666666	1.0	0.8	4.0	0.0	2.0	4.0	0.6666666666666666	0.9149741262053428	0.6600143172090803	0.061827453470126484
metalign_sensitve	CAMI_MED_S001	9.788241815597239	20370.91517974993	0.1852591806105504	1.0	0.3333333333333333	0.5	6.0	12.0	0.0	18.0	0.3333333333333333	0.8950367497112268	0.3096614638812772	0.09262959030527519
CLARK	CAMI_MED_S001	8.867268896388975	9514.883619059729	0.32152684896451367	1.0	0.13953488372093023	0.24489795918367346	6.0	37.0	0.0	43.0	0.13953488372093023	1.141699725107198	0.30354665797851854	0.16076342448225683
CommonKmers	CAMI_MED_S001	10.923179320832848	2616.5665556069816	0.10203776308522818	0.6666666666666666	1.0	0.8	4.0	0.0	2.0	4.0	0.6666666666666666	0.8956053916242923	0.6460427285448923	0.05101888154261408
FOCUS	CAMI_MED_S001	10.609550336970344	3092.474433407531	0.23327575849615573	1.0	0.3157894736842105	0.4799999999999999	6.0	13.0	0.0	19.0	0.3157894736842105	1.2276145049146978	0.41692645478502355	0.11663787924807786
Metaphlan2	CAMI_MED_S001	11.125596816721272	2545.2369392803416	0.3220484087562926	0.8333333333333334	1.0	0.9090909090909091	5.0	0.0	1.0	5.0	0.8333333333333334	0.8093914074618451	0.5029031571884177	0.1610242043781463
Metaphyler	CAMI_MED_S001	10.103722118759865	12374.702531092058	0.12957745658205488	1.0	0.2857142857142857	0.4444444444444445	6.0	15.0	0.0	21.0	0.2857142857142857	0.9166270684872081	0.30107417082221494	0.06478872829102743
mOTU	CAMI_MED_S001	11.113832141066585	3287.5803456119447	0.24574003468442562	0.8333333333333334	1.0	0.9090909090909091	5.0	0.0	1.0	5.0	0.8333333333333334	0.934839275437084	0.5808483000274556	0.12287001734221281
Quickr	CAMI_MED_S001	9.997834570310141	10315.758267393294	0.30272826296498767	1.0	0.17142857142857143	0.2926829268292683	6.0	29.0	0.0	35.0	0.17142857142857143	1.6748292224784282	0.471073209573975	0.1513641314824938
Taxy-Pro1	CAMI_MED_S001	11.06161394423546	8640.994830083566	0.19100085088401234	1.0	0.2608695652173913	0.41379310344827586	6.0	17.0	0.0	23.0	0.2608695652173913	1.0005167335313734	0.3190937902064946	0.09550042544200617
Taxy-Pro2	CAMI_MED_S001	8.970007695423522	4175.601586848087	0.1901532421860922	1.0	0.1875	0.3157894736842105	6.0	26.0	0.0	32.0	0.1875	1.006647860653959	0.2904571752973902	0.09507662109304611
TIPP	CAMI_MED_S001	10.286082617575106	6674.658167168188	0.2013682003224166	1.0	0.3	0.4615384615384615	6.0	14.0	0.0	20.0	0.3	0.8939382039810069	0.2712325398146186	0.1006841001612083
