tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S001	8.622873785182689	9580.981706283312	0.016389261032563232	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.07674287987319522	0.0553582861082981	0.008194630516281616
metalign_precise	CAMI_HIGH_S001	8.731291310947514	9803.370278556185	0.016675751796261018	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.07776654945148559	0.0560967076203523	0.00833787589813051
metalign_sensitve	CAMI_HIGH_S001	8.73056253585983	53347.96363889175	0.051566015696914234	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.14471387531909147	0.10438899513533852	0.02578300784845712
CLARK	CAMI_HIGH_S001	7.426093292009999	12138.999531547519	0.011919875874808177	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.07679183718661341	0.055393601344939924	0.005959937937404089
CommonKmers	CAMI_HIGH_S001	9.987072380266529	10655.63778124476	0.016233029241168793	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.08535202699654627	0.12313694607773824	0.008116514620584398
FOCUS	CAMI_HIGH_S001	9.59217858455366	10094.995901268145	0.03351912261198249	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.1185643354213676	0.1710521787387027	0.01675956130599125
Metaphlan2	CAMI_HIGH_S001	10.179222396129761	11066.589584478794	0.1102222944061891	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.2373116439020641	0.34236833180271553	0.05511114720309455
Metaphyler	CAMI_HIGH_S001	9.197473172480608	15137.015304430774	0.0012151373880174554	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0470106202752824	0.06782198874026407	0.0006075686940087277
mOTU	CAMI_HIGH_S001	10.242440447230534	10622.034079847408	0.1679189243484526	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.30863437628397933	0.4452652841127553	0.0839594621742263
Quickr	CAMI_HIGH_S001	9.026081681106907	12892.81546491815	0.07318465780913141	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.21479206641399248	0.1955121644182528	0.03659232890456571
Taxy-Pro1	CAMI_HIGH_S001	9.714430813468141	14327.415694942389	0.006552042181551466	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.03367451004365117	0.04858204864434114	0.0032760210907757338
Taxy-Pro2	CAMI_HIGH_S001	7.5117227991583295	10263.031401629638	0.00671645341869674	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.03326564069036766	0.030279691055246506	0.00335822670934837
TIPP	CAMI_HIGH_S001	9.312874719584153	10679.959247702653	0.0045380353801268095	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.06038133723854128	0.0871118557962876	0.0022690176900634048
