tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S001	8.622873785182689	9580.981706283312	0.09635289937610997	0.75	1.0	0.8571428571428571	9.0	0.0	3.0	9.0	0.75	1.2283082424032319	0.5590271723122439	0.04817644968805498
metalign_precise	CAMI_HIGH_S001	8.731291310947514	9803.370278556185	0.09195088609685813	0.6666666666666666	1.0	0.8	8.0	0.0	4.0	8.0	0.6666666666666666	1.2266481612960025	0.5898930730724361	0.045975443048429064
metalign_sensitve	CAMI_HIGH_S001	8.73056253585983	53347.96363889175	0.16335784786252266	0.9166666666666666	0.4782608695652174	0.6285714285714286	11.0	12.0	1.0	23.0	0.4583333333333333	1.1748954340903384	0.37470821286212397	0.08167892393126135
CLARK	CAMI_HIGH_S001	7.426093292009999	12138.999531547519	0.18542039023945467	1.0	0.27906976744186046	0.43636363636363634	12.0	31.0	0.0	43.0	0.27906976744186046	1.2036680028895033	0.32002232422231747	0.09271019511972727
CommonKmers	CAMI_HIGH_S001	9.987072380266529	10655.63778124476	0.3434469075777862	0.4166666666666667	1.0	0.5882352941176471	5.0	0.0	7.0	5.0	0.4166666666666667	0.9462242535869578	0.58792218468117	0.17172345378889306
FOCUS	CAMI_HIGH_S001	9.59217858455366	10094.995901268145	0.1350982625910695	0.75	0.4090909090909091	0.5294117647058824	9.0	13.0	3.0	22.0	0.36	1.4914515935892323	0.48250763814933023	0.06754913129553475
Metaphlan2	CAMI_HIGH_S001	10.179222396129761	11066.589584478794	0.5153324011210376	0.5	1.0	0.6666666666666666	6.0	0.0	6.0	6.0	0.5	1.0038768246025094	0.560274323559183	0.25766620056051875
Metaphyler	CAMI_HIGH_S001	9.197473172480608	15137.015304430774	0.08498908376049372	0.9166666666666666	0.4782608695652174	0.6285714285714286	11.0	12.0	1.0	23.0	0.4583333333333333	1.2602424067117992	0.4019278365462869	0.04249454188024684
mOTU	CAMI_HIGH_S001	10.242440447230534	10622.034079847408	0.43664680615825774	0.4166666666666667	0.625	0.5	5.0	3.0	7.0	8.0	0.3333333333333333	1.0549271564658118	0.5073127257107741	0.21832340307912887
Quickr	CAMI_HIGH_S001	9.026081681106907	12892.81546491815	0.40639550595866714	1.0	0.3333333333333333	0.5	12.0	24.0	0.0	36.0	0.3333333333333333	2.037533325648425	0.5685845004983445	0.20319775297933354
Taxy-Pro1	CAMI_HIGH_S001	9.714430813468141	14327.415694942389	0.13505382382663148	0.8333333333333334	0.4166666666666667	0.5555555555555556	10.0	14.0	2.0	24.0	0.38461538461538464	1.3671125664659107	0.43017287920394787	0.06752691191331572
Taxy-Pro2	CAMI_HIGH_S001	7.5117227991583295	10263.031401629638	0.1366576923374541	0.8333333333333334	0.3333333333333333	0.47619047619047616	10.0	20.0	2.0	30.0	0.3125	1.3723222098121632	0.4034820846361799	0.06832884616872704
TIPP	CAMI_HIGH_S001	9.312874719584153	10679.959247702653	0.20561190424779707	0.9166666666666666	0.5238095238095238	0.6666666666666667	11.0	10.0	1.0	21.0	0.5	1.1821582566866125	0.35868227243898415	0.10280595212389854
