tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S001	8.622873785182689	9580.981706283312	0.4064511686134445	0.7628865979381443	0.8222222222222222	0.7914438502673796	148.0	32.0	46.0	180.0	0.6548672566371682	4.304756879580429	0.8289606486605949	0.20322558430672225
metalign_precise	CAMI_HIGH_S001	8.731291310947514	9803.370278556185	0.43483985315170054	0.5309278350515464	0.8956521739130435	0.6666666666666667	103.0	12.0	91.0	115.0	0.5	4.17299150620968	0.8794628444241078	0.21741992657585044
metalign_sensitve	CAMI_HIGH_S001	8.73056253585983	53347.96363889175	0.5752752423650317	0.9329896907216495	0.24360699865410498	0.3863393810032017	181.0	562.0	13.0	743.0	0.23941798941798942	4.552012159687616	0.6885828858104703	0.2876376211825159
CLARK	CAMI_HIGH_S001	7.426093292009999	12138.999531547519	1.054381974012459	0.6907216494845361	0.09209621993127148	0.16252274105518497	134.0	1321.0	60.0	1455.0	0.08844884488448845	3.6388954828692834	0.4996587685807311	0.5271909870062285
CommonKmers	CAMI_HIGH_S001	9.987072380266529	10655.63778124476	1.1887204994206055	0.25773195876288657	0.7692307692307693	0.3861003861003861	50.0	15.0	144.0	65.0	0.23923444976076555	3.407530159541383	0.8162946893105523	0.5943602497103031
FOCUS	CAMI_HIGH_S001	9.59217858455366	10094.995901268145	1.1668123351780795	0.29896907216494845	0.25663716814159293	0.2761904761904762	58.0	168.0	136.0	226.0	0.16022099447513813	4.717497634099922	0.8703011113724479	0.5834061675890401
Metaphlan2	CAMI_HIGH_S001	10.179222396129761	11066.589584478794	1.419327007128459	0.31958762886597936	0.8157894736842105	0.4592592592592593	62.0	14.0	132.0	76.0	0.2980769230769231	3.1559686788622736	0.7287377058070293	0.7096635035642305
Metaphyler	CAMI_HIGH_S001	9.197473172480608	15137.015304430774	1.0643793923168325	0.4329896907216495	0.1510791366906475	0.22400000000000003	84.0	472.0	110.0	556.0	0.12612612612612611	4.74198991982461	0.7502236593829834	0.5321896961584159
mOTU	CAMI_HIGH_S001	10.242440447230534	10622.034079847408	1.3713665116661433	0.31443298969072164	0.305	0.30964467005076146	61.0	139.0	133.0	200.0	0.1831831831831832	3.481199859334737	0.6570387574957237	0.6856832558330725
Quickr	CAMI_HIGH_S001	9.026081681106907	12892.81546491815	1.4547350249822577	0.5721649484536082	0.19039451114922812	0.2857142857142857	111.0	472.0	83.0	583.0	0.16666666666666666	5.635966831768903	0.8850190276832592	0.7273675124911285
Taxy-Pro1	CAMI_HIGH_S001	9.714430813468141	14327.415694942389	1.2939665034345507	0.39690721649484534	0.1774193548387097	0.24522292993630573	77.0	357.0	117.0	434.0	0.1397459165154265	4.686566002635779	0.7716995942184369	0.6469832517172761
Taxy-Pro2	CAMI_HIGH_S001	7.5117227991583295	10263.031401629638	1.310483277167227	0.4175257731958763	0.1478102189781022	0.21832884097035044	81.0	467.0	113.0	548.0	0.12254160363086233	4.809687757889152	0.7626828102229656	0.6552416385836138
TIPP	CAMI_HIGH_S001	9.312874719584153	10679.959247702653	1.1402196669537166	0.42783505154639173	0.19714964370546317	0.26991869918699185	83.0	338.0	111.0	421.0	0.15601503759398497	4.69122768216032	0.7370638476471406	0.5701098334768591
