tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S005	8.62453946803338	9275.99720267497	0.3074840730738021	0.9090909090909091	0.8163265306122449	0.8602150537634408	80.0	18.0	8.0	98.0	0.7547169811320755	3.631313836118048	0.7920042733151426	0.153742036536901
metalign_precise	CAMI_HIGH_S005	8.763879786053373	9738.357348792364	0.3244196621779319	0.625	0.8333333333333334	0.7142857142857143	55.0	11.0	33.0	66.0	0.5555555555555556	3.546531645308009	0.8464973520927038	0.16220983108896597
metalign_sensitve	CAMI_HIGH_S005	8.803433631411258	57902.98964132404	0.44490306611057	0.9318181818181818	0.4270833333333333	0.5857142857142857	82.0	110.0	6.0	192.0	0.41414141414141414	3.611699923862305	0.686962073819058	0.22245153305528503
CLARK	CAMI_HIGH_S005	7.50876885133505	12122.00114526892	0.7886880630838858	0.9659090909090909	0.24285714285714285	0.3881278538812786	85.0	265.0	3.0	350.0	0.24079320113314448	3.23402536884691	0.5520761817453822	0.39434403154194286
CommonKmers	CAMI_HIGH_S005	9.846750510755852	10200.864266413946	0.8547915988985172	0.4659090909090909	0.9534883720930233	0.6259541984732824	41.0	2.0	47.0	43.0	0.45555555555555555	3.134853942135116	0.8334717233084662	0.4273957994492586
FOCUS	CAMI_HIGH_S005	9.536079877381518	10055.871645380648	0.5613269083048554	0.7159090909090909	0.5163934426229508	0.6	63.0	59.0	25.0	122.0	0.42857142857142855	4.033134868597366	0.8395331392269756	0.2806634541524276
Metaphlan2	CAMI_HIGH_S005	10.456179777093649	11033.42577206436	1.22539321762435	0.5909090909090909	0.9122807017543859	0.7172413793103448	52.0	5.0	36.0	57.0	0.5591397849462365	2.905175940218123	0.7185602525822358	0.6126966088121749
Metaphyler	CAMI_HIGH_S005	9.185039708126375	15229.012348969376	0.37472626904372947	0.9318181818181818	0.3923444976076555	0.5521885521885522	82.0	127.0	6.0	209.0	0.3813953488372093	3.8872709156156495	0.7276352868010802	0.1873631345218648
mOTU	CAMI_HIGH_S005	10.138406816052953	10394.126371717204	0.9641880885542017	0.6818181818181818	0.6451612903225806	0.6629834254143646	60.0	33.0	28.0	93.0	0.49586776859504134	3.131749601960689	0.6909389648680345	0.4820940442771008
Quickr	CAMI_HIGH_S005	9.128505305309641	13645.78926424673	0.9784822023318377	0.8977272727272727	0.3574660633484163	0.5113268608414239	79.0	142.0	9.0	221.0	0.34347826086956523	4.690769351985119	0.868956645316796	0.4892411011659188
Taxy-Pro1	CAMI_HIGH_S005	9.691290141778696	15230.406923404955	0.6926521627530572	0.8977272727272727	0.3969849246231156	0.5505226480836236	79.0	120.0	9.0	199.0	0.3798076923076923	4.063994129498803	0.7677612123368178	0.34632608137652854
Taxy-Pro2	CAMI_HIGH_S005	7.49736691449363	10221.035226760914	0.7042964062625298	0.9204545454545454	0.36160714285714285	0.5192307692307692	81.0	143.0	7.0	224.0	0.35064935064935066	4.111843241235502	0.7598137797326966	0.3521482031312649
TIPP	CAMI_HIGH_S005	9.384674217526042	10792.428599752122	0.4586895674320213	0.9431818181818182	0.44623655913978494	0.6058394160583942	83.0	103.0	5.0	186.0	0.43455497382198954	3.820252101643721	0.7042004238441478	0.22934478371601047
