tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S005	8.62453946803338	9275.99720267497	0.023908237905941977	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.10592250317674132	0.07640693502581508	0.011954118952970988
metalign_precise	CAMI_HIGH_S005	8.763879786053373	9738.357348792364	0.024080947529042135	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10645980135608246	0.09690388725320723	0.01204047376452107
metalign_sensitve	CAMI_HIGH_S005	8.803433631411258	57902.98964132404	0.05008134161333239	1.0	0.5	0.6666666666666666	2.0	2.0	0.0	4.0	0.5	0.15604954074045252	0.11256594927962556	0.025040670806666197
CLARK	CAMI_HIGH_S005	7.50876885133505	12122.00114526892	0.01861618404984182	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.1147336073203595	0.10443502999539128	0.00930809202492091
CommonKmers	CAMI_HIGH_S005	9.846750510755852	10200.864266413946	0.03387853677184462	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.14798836735360799	0.13470481704971643	0.016939268385922312
FOCUS	CAMI_HIGH_S005	9.536079877381518	10055.871645380648	0.02056533495231263	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.11790595287399724	0.17010233350260365	0.010282667476156316
Metaphlan2	CAMI_HIGH_S005	10.456179777093649	11033.42577206436	0.18744590645633544	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.3438169392675306	0.4960229932548883	0.09372295322816772
Metaphyler	CAMI_HIGH_S005	9.185039708126375	15229.012348969376	0.0009073050476874056	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.07593691334454625	0.10955380830259183	0.0004536525238437028
mOTU	CAMI_HIGH_S005	10.138406816052953	10394.126371717204	0.33316516381786876	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4737704054096715	0.6835062144044869	0.16658258190893438
Quickr	CAMI_HIGH_S005	9.128505305309641	13645.78926424673	0.06269242042829176	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.21937072734920499	0.19967984120690713	0.03134621021414589
Taxy-Pro1	CAMI_HIGH_S005	9.691290141778696	15230.406923404955	0.011189528073653381	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.053239568327448625	0.0484607435003235	0.005594764036826691
Taxy-Pro2	CAMI_HIGH_S005	7.49736691449363	10221.035226760914	0.011213770815005526	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.05325181493599936	0.048471890843819525	0.005606885407502762
TIPP	CAMI_HIGH_S005	9.384674217526042	10792.428599752122	0.008999591512404726	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.09604860574342736	0.13856884719034185	0.004499795756202363
