tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metalign_default	CAMI_HIGH_S005	8.62453946803338	9275.99720267497	1.9403027163674034	0.055865921787709494	0.06550218340611354	0.06030150753768844	60.0	856.0	1014.0	916.0	0.031088082901554404	6.04953590613899	0.8870265968090599	0.9701513581837017
metalign_precise	CAMI_HIGH_S005	8.763879786053373	9738.357348792364	1.9576805078339066	0.028864059590316574	0.09657320872274143	0.04444444444444444	31.0	290.0	1043.0	321.0	0.022727272727272728	5.567282228979557	0.9646260111131936	0.9788402539169528
metalign_sensitve	CAMI_HIGH_S005	8.803433631411258	57902.98964132404	1.941233400536761	0.055865921787709494	0.009010361916203634	0.015517910254752357	60.0	6599.0	1014.0	6659.0	0.00781962726443373	7.392575172724124	0.8397099530977847	0.9706167002683791
CLARK	CAMI_HIGH_S005	7.50876885133505	12122.00114526892	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
CommonKmers	CAMI_HIGH_S005	9.846750510755852	10200.864266413946	2.0000000000000013	0.0	0.0	na	0.0	73.0	1074.0	73.0	0.0	3.56879884398845	0.8317987602356217	1.0
FOCUS	CAMI_HIGH_S005	9.536079877381518	10055.871645380648	2.0000000000000004	0.0	0.0	na	0.0	292.0	1074.0	292.0	0.0	5.143330871940781	0.9060338093023588	1.0
Metaphlan2	CAMI_HIGH_S005	10.456179777093649	11033.42577206436	2.0000000000000004	0.0	0.0	na	0.0	32.0	1074.0	32.0	0.0	1.6914963478023048	0.4880626785312357	1.0
Metaphyler	CAMI_HIGH_S005	9.185039708126375	15229.012348969376	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
mOTU	CAMI_HIGH_S005	10.138406816052953	10394.126371717204	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Quickr	CAMI_HIGH_S005	9.128505305309641	13645.78926424673	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
Taxy-Pro1	CAMI_HIGH_S005	9.691290141778696	15230.406923404955	1.9999999999999978	0.0	0.0	na	0.0	1001.0	1074.0	1001.0	0.0	5.213580684105184	0.7546339174918497	1.0
Taxy-Pro2	CAMI_HIGH_S005	7.49736691449363	10221.035226760914	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
TIPP	CAMI_HIGH_S005	9.384674217526042	10792.428599752122	na	0.0	0.0	na	0.0	0.0	1074.0	0.0	0.0	na	na	na
